,affiliation,friends_count,favourites_count,description,screen_name,geo_enabled,lang,verified,time_zone,statuses_count,followers_count,following,name,location,created_at,retweeted_count,profile_image_url,text,allies,new_text,new_retweet_count,new_created_at
285,R,777,7060,"Femme d'un certain âge, happily married, four kids hither & yon, English rose, now flowering in France. Slacktivist. #RemainEU",margarance,True,en,False,London,19001,691,,Margaret,Europe,Sat Nov 29 10:14:37 +0000 2008,189.0,http://pbs.twimg.com/profile_images/728202158437376000/D1rrKITz_normal.jpg,@Nigel_Farage So 75% of schools have places available? That's your big argument?  Wow. Totally unimpressed. You're fired! #RemainEU,"['DickGraceless', 'JonathanPlaid', 'AntonyCarville', 'LitChick79', 'margarance', 'MSharmaBarrow1', 'JQuinlan1', 'RCorbettMEP', 'PA', 'wdjstraw', 'Untidy_mind', 'SixVpf', 'jelle_simons', 'AndrewIMarshall', 'chelleryn99', 'lucycthomas', 'nickhopkinsonEU', 'leobarasi', 'TonysAngle', 'Otto_English', 'AttackDog4InEU', 'uktostayeu', 'bobwalteruk', 'historymatt', 'StrongerInPress', 'richardbranson', 'captain_europe', 'AndrewAtter', 'CER_Korteweg', 'GibStrongerIN', 'AranchaGlezLaya', 'johnprescott', 'john3ners', 'maiantra', 'politicsastar', 'sizjam68', 'DidEUKnow', 'BrancoCarmine', 'WestlundMartin', 'theskibeagle', 'SWStrongerIn', 'David_Cameron', 'madasbof1', 'philtherapy', 'PhilipCJames', 'victoriabeckham', 'EmWatson', 'InFactsOrg', 'HulbertMathew', 'singebruyant', 'Harryslaststand', 'BethRigby', 'William_Bain', 'Brand_EU', 'UKIPNFKN', 'catherinemep', 'sarniejewell', 'SarahLudford', 'realdavedoubleu', 'CER_IanBond', 'hazelglasgow', 'poetclaire', 'niamhbroderick', 'UKLabour', 'MarkBartlam', 'sbabs90', 'NickyMorgan01', 'GrayGray83', 'MsMottram', 'MirandaGrell', 'Grumpyoldexpat', 'WeAreTheMU', 'StrongerIn', 'RhonddaBryant', 'al_yaqout', 'kevtufc', 'Marthalanefox', 'Bakehouse2016', 'trevorw1953', 'Another_Europe', 'DSORennie', 'UK_Must_Remain', 'johnvanreenen', 'jacquep', 'ZoeJardiniere', 'Fionna_T_', 'PenPendragon', 'trevdick', 'JamesMelville', 'weareeuropeuk', 'BBCr4today', 'HantsEuroMove', 'WMidsStrongerIn', 'theresecoffey', 'Jack_Slater', 'adaroc', 'Delna_42', 'Brexpats', 'nickherbertmp', 'Anjijoseph91', 'SolschVoteStay', 'The_TUC', 'RickPoleway', 'dominicpatters', 'VirendraSharma', 'GetYourJezOut', 'JordonLee', 'djsway', 'lasancmt', '38_degrees', 'StrongerSwINdon', 'stephane_ulrich', 'mehdirhasan', 'amyhsrichards', 'RonanLTynan', 'Mylegalforum', 'sturdyAlex', 'Bonn1eGreer', 'HistoryNeedsYou', 'LorraineJohnson', 'The_Duality', 'ConservativesIN', 'hannagw', 'ViceroyFrederic', 'WilliamsJon', 'TomLondon6', 'SamGyimah', 'KarenKintyre11', 'jennywoolf', 'GeorgeAylett', 'lydiapaynter', 'FrancesOGrady', 'nat_jansen', 'iWoking', 'Wake_up_Europe', 'polnyypesets']","RT @shirleymcbrinn: Just saw Dunkirk, reminded me of how many precious lives peace in Europe has preserved.  Men like Farage encourage divi…",242,Sun Apr 08 22:46:39 +0000 2018
286,R,1879,935,"Dad, Labour MP for Leicester South, member of Labour Party NEC & Shadow Cabinet Minister Without Portfolio",JonAshworth,True,en,True,London,17662,20573,,Jonathan Ashworth MP,Leicester,Wed May 12 22:16:37 +0000 2010,188.0,http://pbs.twimg.com/profile_images/719295951404281856/R7ZRhhpg_normal.jpg,Boris is getting destroyed in this debate #EUref #BBCDebate,[],In two weeks I’ll hopefully have completed the London Marathon. I’m running for children of alcoholics please consi… https://t.co/3Ba5v8dCEf,16,Sun Apr 08 19:45:10 +0000 2018
287,R,13777,2409,"Twitter oficial del PSOE. Recuperación justa, empleo digno, igualdad, sanidad y educación públicas, +democracia y un Gobierno limpio con #PedroPresidente",PSOE,True,es,True,Madrid,60826,441167,,PSOE #LaGentedelSí,España,Fri Jun 26 08:48:42 +0000 2009,187.0,http://pbs.twimg.com/profile_images/731995439470366720/9JRDeHwA_normal.jpg,".@SanchezCastejon defiende la permanencia del Reino Unido en Europa @CCEuropa  #StrongerIN #EuropeLovesUK #Brexit
https://t.co/XaaGHjWdyG",[],Rajoy y Rivera hacen un tándem perfecto: el PP mete la mano y Rivera le echa una manita. 👇👇👇 https://t.co/mNYJH7PZLv,26,Sun Apr 08 22:00:01 +0000 2018
288,L,487,50,Classical Liberal,toadmeister,True,en,True,London,44090,52270,,Toby Young,London,Fri Jan 09 18:31:18 +0000 2009,186.0,http://pbs.twimg.com/profile_images/652514875726364672/vLJJ5vLh_normal.png,.@RuthDavidsonMSP wrong about %age of UK laws made in EU. In 2010-13 it was 59% according to the House of Commons library #VoteLeave,"['VoteLeaveCymru', 'GilesSkyNews', 'CivitasEUFacts', 'Civitas_UK', 'beleaveuk', 'VintageCornwall', 'KnewLabour', 'MitchellGoldie']",I hope the Open University is saved. I told the story of how my father first came up with the idea in this… https://t.co/duZDUFcQ4y,8,Sun Apr 08 21:50:35 +0000 2018
289,N,2245,9558,"Eat, sleep, play football… Check out my #Euro2016 edits, requests welcome…",PayetForward,False,en-gb,False,,9852,11167,,Payet Forward,,Tue Sep 22 20:02:17 +0000 2015,186.0,http://pbs.twimg.com/profile_images/744597501903278080/Xt6uGbf8_normal.jpg,"Should the UK remain or leave the EU?

RT to see more votes, poll closes at 7am Thursday #Brexit",['PayetForward'],"RT @ArndTheGrnds: Stoke City’s last five Premier League fixtures… #SCFC

Will they stay up?
🅰️ WEST HAM UNITED
🏟 Burnley
🅰️ Liverpool
🏟 CRY…",5,Sun Apr 08 22:25:43 +0000 2018
290,L,7803,44,"President of The @Heritage Foundation, former U.S. Senator (R-S.C.), father of 4, author of Falling in Love with America Again.",JimDeMint,False,en,True,Eastern Time (US & Canada),5069,225280,,Jim DeMint,,Wed Oct 17 22:26:53 +0000 2007,186.0,http://pbs.twimg.com/profile_images/700323705281339394/tdx4s8yd_normal.jpg,"If the British people seize the day and break free of the EU, this should be a cause for celebration—on both sides of the Atlantic. #Brexit",[],"At its core, the debate over health care remains one of control: Whether Washington will try to micromanage 50 stat… https://t.co/IubUiR69Or",11,Wed Apr 04 15:27:18 +0000 2018
291,R,632,954,"Writer. Books include What a Wonderful World, We Need to Talk About Kelvin, Quantum Theory Cannot Hurt You & Solar System for iPad",marcuschown,False,en,False,London,92093,35686,,Marcus Chown,London,Wed May 06 15:40:19 +0000 2009,186.0,http://pbs.twimg.com/profile_images/681518625090580480/BJUBjRiS_normal.jpg,We can live in UK at mercy of Tories or we can live in UK where the worst excesses of the Tories are curbed by European law #EUreferendum,"['BiancaJagger', 'fleetstreetfox', 'InFactsOrg', 'Mylegalforum', 'cpeedell']","Thankfully, there are always exceptions. Congratulations to that person. However, statistically, a poor start in li… https://t.co/QPdNjFCagx",0,Sat Apr 07 13:57:52 +0000 2018
292,R,706,547,Member of Parliament for Loughborough. Casework to nicky.morgan.mp@parliament.uk please,NickyMorgan01,False,en,True,London,7169,43524,,Nicky Morgan,Loughborough,Fri Apr 24 14:36:16 +0000 2009,185.0,http://pbs.twimg.com/profile_images/737554520037691392/9H8OKx9J_normal.jpg,Tonight the Leave campaign had last chance to set out their plan for Britain's future outside Europe on our own. They failed. #VoteRemain,"['ConservativesIN', 'theresecoffey']",Look forward to reading it https://t.co/G6Ee89AQiD,1,Sun Apr 08 11:08:51 +0000 2018
293,N,1666,13793,@BuzzFeedUK Scotland correspondent. Please send all tips and abuse to jamie.ross@buzzfeed.com.,JamieRoss7,True,en,True,London,21918,35298,,Jamie Ross,Edinburgh,Mon Feb 02 19:45:56 +0000 2009,185.0,http://pbs.twimg.com/profile_images/558376562869813248/QSpyLLAb_normal.png,There are 2 days to go and the #EUref debate in Scotland has never really got beyond some furious opinions from fishermen.,['RedHotSquirrel'],"RT @NatGalleriesSco: Possibly the greatest aerial shot of any city in the world, ever. 

Alfred G. Buckham's matchless Aerial view of Edinb…",3228,Sun Apr 08 21:49:38 +0000 2018
294,R,55,13199,The best place to find out what’s new in science – and why it matters. To subscribe go to: http://bit.ly/1oRKZ3H,newscientist,True,en,True,London,30735,2084687,,New Scientist,Worldwide,Wed Jan 28 16:05:49 +0000 2009,184.0,http://pbs.twimg.com/profile_images/464088830509731840/e92TpMR9_normal.png,Humanity has been on the move for millennia and migration has made us what we are today #EUref https://t.co/Svj4XJ4zmi,[],What makes some countries more buttoned up than others? https://t.co/3aXBjgkfpm https://t.co/F9sFsZh3i3,49,Sun Apr 08 23:00:54 +0000 2018
295,L,4608,622,"Common sense views on politics & EU.

More I read on EU more I am #No2EU & #Brexit",PoliticsSense,False,en,False,,23501,4630,,PoliticsSense,,Sun Apr 26 16:29:46 +0000 2015,184.0,http://pbs.twimg.com/profile_images/631552764368306177/0ek3a3O__normal.jpg,Message to Ruth Davidson. I'm voting #Leave KNOWING David Cameron will be out of a job  #BBCDebate,"['NOTTHESAMEAGAIN', 'Dwalingen', 'LouiseMensch', 'pimpmytweeting', 'chrisg0000', 'LeaveEUOfficial', 'flyingfury1940', 'LPerrins', 'LiamFoxMP', 'JerraldCoe', 'ramcc86', 'JamesG23522479', 'Civitas_UK', 'RichardKing633', 'theordinaryman2', 'Patriotic_Brit', 'NadineDorriesMP', 'WendyM53', 'DavidJo52951945', 'DaveT100', 'CrypticPsypher']","RT @sajidjavid: This @UKLabour press release could have been written by the Kremlin. 

No mention at all of Russian and Iranian complicity.…",332,Sun Apr 08 22:08:25 +0000 2018
296,R,6248,23274,"'We are far more united, have far more in common, than that which divides us'. Jo Cox, Labour MP.",MxJackMonroe,True,en,False,Casablanca,19271,77571,,(((mx jack monroe))),,Fri Mar 02 23:21:07 +0000 2012,184.0,http://pbs.twimg.com/profile_images/734899665662050304/4PDfvWZJ_normal.jpg,Coming home from #EURef @BBCNewsnight to see folks in hi-vis jackets hanging #Pride flags for #PrideinLondon high above Oxford Street â�¤ðŸ�ŠðŸ’›ðŸ’šðŸ’™ðŸ’œ,[],RT @BootstrapCook: Hey I woke up in a good mood so decided to do a *FREE ART FRIDAY* giveaway on my site - for today only this print is fre…,21,Fri Apr 06 18:39:46 +0000 2018
297,N,24563,349,"World politics & Economy. Progressivist. Eurozone analyst. @Nieuwsuur, @zeitonline, @ntvde contributor",YanniKouts,True,en,False,Athens,80041,53221,,Yannis Koutsomitis,Athens · Berlin · Brussels,Sat Sep 26 17:37:32 +0000 2009,184.0,http://pbs.twimg.com/profile_images/744230295646281728/LIM_ITyK_normal.jpg,"#EUref poll [@Survation, phone, excl DKs]:
Remain 51%
Leave 49%

Survation pollster says ""it's too close to call"" https://t.co/sMciAQRB12",['KGravas'],"#Hungary Viktor Orbán's Fidesz party secures absolute majority, may as well reach 2/3 majority of 133 seats, just e… https://t.co/AewxSZCkZn",14,Sun Apr 08 21:13:24 +0000 2018
298,L,586,1913,"A Global citizen based in UK. Interested in Humanity. We are all created with the will & power to do Good or Evil, the choice is yours. RT / Like not = Approval",femiokes,False,en,False,London,2629,200,,Olufemi Okeniyi,"London, UK",Mon Apr 13 08:41:18 +0000 2009,184.0,http://pbs.twimg.com/profile_images/696644825358168064/Wh9PWVpI_normal.jpg,Those who learn nothing from history are condemned to making mistakes of the past. Arguments &amp, Warnings were Same but Dismissed #Voteleave,"RT @DrAlakbarov: I have my own version of Monopoly for Theresa May, Iain Duncan Smith, David Cameron, Jeremy Hunt and Tony Blair – just one…",4,Sun Apr 08 15:12:55 +0000 2018
299,N,124,0,"China Insight, Global View. Xinhua News Agency is the first port of call for the latest China and world news. https://t.co/U0WI8N4Fll https://t.co/IHLImeWM1V",XHNews,True,en,True,Beijing,58524,4394120,,China Xinhua News,"Headquartered in Beijing, PRC",Thu Feb 09 01:10:18 +0000 2012,183.0,http://pbs.twimg.com/profile_images/570560881071640576/8LB1WXsm_normal.jpeg,"#China, #EU initiate dialogue mechanism concerning legal affairs https://t.co/e4qydF7fi3 https://t.co/FE6b5kr1Dt",[],"The China, U.S. trade dispute: what do you need to know https://t.co/4luV41MJ0J https://t.co/YmI3tU6FXp",9,Mon Apr 09 00:55:53 +0000 2018
300,L,2929,144,"Travel, Photography, North Norfolk.
USA was home for 20 years.
No party affiliation.....
#Brexit #GO #VoteLeave #TakeControl #EU is NOT Europe #EUisTheProblem",Markwr88,False,en,False,Casablanca,8009,2650,,Mark, England,Sat Jan 21 20:58:08 +0000 2012,182.0,http://pbs.twimg.com/profile_images/728530376008699905/wOa5gXEw_normal.jpg,Well done! Excellent debate. No doubt #VoteLeave https://t.co/2CnHiZQIP8,"['vote_leave', 'LeaveEUOfficial', 'RaajShamji', 'CarolMurphy2013', 'Vote_LeaveMedia', 'TheaDickinson', 'DrTeckKhong', 'lostleonardo', 'LiberalLeave', 'hackneyabbatt', 'MichaelBrailsfo', 'Mustique49', 'Drury7Drury', 'OFrancois60200', 'YBcabbie', 'WhiteWednesday', 'AdriaanBeenen', 'BidC1', 'LouiseMensch', 'jennyriarchi', 'ScotsVoteLeave', 'MercianSaxon', 'TCWilliamson', 'paulnuttallukip', 'CllrBSilvester', 'montie', 'JulesSunbeam', 'cordeiro876', '100pcLondoner', 'ga_richardson', 'DVATW', 'LesleyMillercyp', 'HenrySmithMP', 'NadineDorriesMP', 'russjb2512', 'JohnRealSmith', 'RebelHQ', 'RedHotSquirrel', 'johnmknox', 'childcare', 'ChloeVotesLeave', 'EuropeElects', 'andrealeadsom', 'Jefbray', 'mevbrown', 'davidroachcouk', 'literallylucy1', 'SuzanneEvans1', '_WilliamJones_', 'BrianMcAuslan', 'GilesVersace']",RT @TrevorCoultMC: My son has decided he hates the way our local council @RendleshamPC don't deal with litter and so has filled 6 bags toda…,415,Sun Apr 08 12:53:19 +0000 2018
301,N,254,9,Sputnik News Agency and Radio,SputnikInt,False,en,True,Moscow,135756,129124,,Sputnik,,Wed Apr 22 12:55:28 +0000 2009,181.0,http://pbs.twimg.com/profile_images/730034884282974209/raXvQWsb_normal.jpg,"#CatchUp with some #trending stories: #Rio2016, #Brexit, #Jordan, #Baltops, #NATO, more at https://t.co/AFrP28WJsz https://t.co/mVuUC6LiLc",[],"Latest piece by Finian Cunningham: ""Cue the #ChemicalWeapons stunt in #Syria"" https://t.co/8KhbGt5zwY https://t.co/0tQe4nv47M",0,Mon Apr 09 01:00:00 +0000 2018
302,L,55342,42304,"Articulating American Principles & Values 
Steadfast and Loyal, Join the Republic",DonaldTrumpWall,False,en,False,Pacific Time (US & Canada),40755,60511,,DonaldTrumpWall,,Tue Jun 17 00:00:04 +0000 2014,181.0,http://pbs.twimg.com/profile_images/617457535851868160/EYPSz2qf_normal.jpg,"#VoteLeave for a future to #BeLeave in!
#Brexit #EU
#MakeBritainGreatAgain #NATO
#BeLeaveInBritain
#StrongerTogether https://t.co/qbD7XHdM8T","['LadyAodh', 'DonaldTrumpWall', 'V_of_Europe', 'grapeofgod', 'LawlessPirate', 'FreddyNEPM', '_ARCHAEOPTERYX_', 'ScotsIrish9', 'billslater', 'ZilteBotte', 'WesSeid', 'axelmojave', 'br0wnsw0rd', 'flexxyourmind', 'nateboomwitt', 'EnvyMeGreatly', 'Epic_OverKill', 'Nigel_Farage', 'buffbro1', 'laurahollis61', 'Stop_The_EU', 'noahalsorensen', 'skallabard69', 'HD2onPBdotcom', 'paulthomas1020', 'PeaceOutCoUk', 'cecki', 'PrisonPlanet', 'hokiedokiemike', 'marylovefreedom', 'HavenMonahan', 'FraserNelson', 'GrrrGraphics', 'edwardnh', 'thatdanstevens', 'HouseCracka', 'TheLadBible', 'business', 'NamVet6669', 'LBC', 'DavidJo52951945', 'LouiseMensch', 'CatlinNya', 'genophilia', 'fabrightwing', 'PunishedWizard', 'goladygo45']","#GAB should've suspended Nehlen for a week if he broke any rules.
There's not a single politician in DC advocating… https://t.co/7oRCBemCZs",0,Mon Apr 09 00:59:37 +0000 2018
303,L,4825,8,UK Independence Party. Led by @Nigel_Farage. Join us: http://www.ukip.org/join #UKIP,UKIP,True,en,True,London,30502,127733,,UKIP,United Kingdom,Fri Aug 19 15:06:55 +0000 2011,180.0,http://pbs.twimg.com/profile_images/666576564264505344/I3qoT0jY_normal.jpg,LISTEN: @Nigel_Farage takes on Lord Heseltine in the @LBC #EURef debate https://t.co/fXoc7zQNDo Use the hashtag #LBCDebate to Tweet along,"['BillDudleyNorth', 'paulnuttallukip', 'JonathanArnott', 'NathanGillMEP', 'DianeJamesMEP', 'Michael_Heaver']","RT @fishingforleave: Big well done to boats @ Milford

That Orange boats last 50ft trawler on west coast of England is how much EUs smashed…",145,Sun Apr 08 16:12:18 +0000 2018
304,L,2079,6894,"Pro Israel✡ , Pro Tibet☯, Pro Kurdistan, UKIP, Anti-EU, Thatcherite, All views my own, Drywall specialist, Ibiza! ☥ leave.eu #whitegenocide",The_Earl_GH,False,en,False,London,41317,1447,,Guido Fawkes,Leicester,Sun May 31 10:56:34 +0000 2009,180.0,http://pbs.twimg.com/profile_images/698873452611170304/F-JEUQNn_normal.jpg,,"['JulesSunbeam', 'BBCRealityCheck', 'WabbitManor', 'LeeWatersUKIP', 'Michael_Taylor_', 'TotallyPip', 'Stop_The_EU', 'Stronger_ln', 'DanHannanMEP', 'mikesey1', 'VoteLeaveUKIP', 'terrylawes', 'oflynnmep', 'Michael_Heaver', 'JimDeMint', 'gupta_james', 'Hansig_jw']",RT @SputnikInt: When size matters: #China to open world’s longest bridge https://t.co/d6iX6dxAq6 https://t.co/JfrQm0JMZX,17,Sun Apr 08 22:06:02 +0000 2018
305,N,184,4,"#Breaking news, developing stories from the UK’s national news and sport agency.",PA,True,en,True,London,29275,54489,,Press Association,UK,Tue Feb 03 16:56:21 +0000 2009,180.0,http://pbs.twimg.com/profile_images/615902208912044032/GqDAR5so_normal.png,David Beckham backs #Remain with plea for 'team Europe' to play together #EUref https://t.co/v6vJJj8YKX https://t.co/ixO3wqFoX2,['richard_kaputt'],UN to consider reported Syrian chemical weapon attack https://t.co/J8XcRiQS62,1,Mon Apr 09 00:36:00 +0000 2018
306,R,2264,80,My official page - Leader of the Labour Party - https://join.labour.org.uk/,jeremycorbyn,True,en,True,London,5278,497999,,Jeremy Corbyn MP,UK,Fri Feb 26 15:45:23 +0000 2010,179.0,http://pbs.twimg.com/profile_images/718105382623776768/ETU7Ygy5_normal.jpg,"Today in Manchester I explained why I - and The Labour Party - are in for Britain #LabourIn #EUref
https://t.co/lWHqw9winB",['UKLabour'],The horrific deaths and injuries in Douma point to a chemical attack which must be fully investigated by the UN and… https://t.co/Pk7q2eCMKs,1478,Sun Apr 08 21:56:00 +0000 2018
307,R,989,4919,like a cactus...,Stephsputnik,True,en,False,London,43105,706,,Steph,"the zoo, south east UK",Sat Jan 22 22:11:39 +0000 2011,179.0,http://pbs.twimg.com/profile_images/738439162525716480/DHeUg-x4_normal.jpg,I think it's time Gove went back to school ðŸ˜‚ https://t.co/q4EXVAN5tj,"['InFactsOrg', 'thatlot', 'GrahameLucas', 'LibDems']",Always come away from the daughters with red lippy on my face 👄   Little Monkey.,0,Sun Apr 08 20:28:11 +0000 2018
308,N,333,1768,"Chief Political Commentator, The Independent; visiting professor, King's College, London. Books: Tony Blair, Prime Minister; Banned List; QTWTAIN; Listellany",JohnRentoul,False,en-gb,True,London,129971,69760,,John Rentoul,London,Wed Mar 05 21:14:27 +0000 2008,179.0,http://pbs.twimg.com/profile_images/686469551119269888/q9ToXXT7_normal.jpg,"18% of people say they ""have *not* always felt able to speak freely about
my views [on #EUref] YouGov https://t.co/URxQaQtdXs","['NatCen', 'whatukthinks', 'JoeTwyman', 'Independent', 'paulwaugh', 'johnmcternan']","RT @JohnRentoul: Oops. I also wrote this on the day, 5 years ago, that Thatcher died https://t.co/HrA11o5YwC https://t.co/8uWRAi0kls",3,Sun Apr 08 20:29:06 +0000 2018
309,N,1856,4727,Award-winning journalist/broadcaster/Editor. 8-year Loaded boss. Dad of two. Coal miner's son,MartinDaubney,True,en,False,London,28484,11614,,Martin Daubney,"London, UK",Tue May 01 09:55:16 +0000 2012,178.0,http://pbs.twimg.com/profile_images/743861835502354436/y8Ui8UWl_normal.jpg,Rare moment of heteronormative gender interaction from Buzzfeed over #EUref &gt,&gt,@Wonderlight1 @Fox_Claire @5WrightStuff @y_alibhai Oh I'm ugly enough to be able to take it,0,Sun Apr 08 20:01:51 +0000 2018
310,L,100,564,"Thinking is difficult, that's why people judge. #Java objects may seem closer than they appear! #CodeHealth",cbm64,True,en,False,London,2034,64,,Chris,London,Wed Jul 18 20:59:13 +0000 2012,178.0,http://pbs.twimg.com/profile_images/704722431710257153/6xCTG7HJ_normal.jpg,"The key word in this article is ""you"". It will (maybe not) make ""you"" poorer. EU is for the establishment #Brexit https://t.co/5dOxEbDL79",[],"@LizKershawDJ Hackneyed, simplistic statistics don’t tell the story of road deaths. Neither does the law allow for… https://t.co/75IJ8VWafV",0,Sun Apr 08 09:53:07 +0000 2018
